Date,Day,Training Day,Days from Game,Week Structure,Turnaround,Training Group,Training Involvement,Opposition,Week Number,Session,Focus,Data Type,Position,Name,Period Name,Total Distance (m),Work Distance (m),+5m/s Distance (m),+6m/s Distance (m),+7m/s Distance (m),Individual High Speed Distance (m),60% Total Distance (m),70% Total Distance (m),80% Total Distance (m),90% Total Distance (Set 2) (m),Accel Decel Distance (m),Accel Distance (m),Accel Decel Efforts,Accel Efforts,Acceleration Metres/Minute,High Accel Distance (m),High Intensity Efforts 1,High Intensity Efforts 2,HSR Density,IMA Total,Individual High Metabolic Distance (m),50% Total Distance (Set 2) (m),60% Total Distance (Set 2) (m),70% Speed Total Distance (Set 2) (m),80% Speed Total Distance (Set 2) (m),Acceleration Density,Acceleration Density Index,Max Vel (% Max),Maximum Velocity (m/s),Meterage Per Minute,Player Load (1D Fwd),Player Load (2D),Player Load (Slow),Player Load Per Metre,Player Load Per Minute,Total Acceleration Load,Total Duration,Average Scrum Count (Session),Average Scrum Duration,Scrum Count,High Accel Total Distance (m),High Accel Total Effort Count,High Deccel  Total Distance (m),High Deccel Total Effort Count,Mod Accel Total Distance (m),Mod Accel Total Effort Count,Position Name,Equivalent Distance (m),High Speed Total Distance (m),Jog Total Distance (m),Abs Sprint Total Distance (m),Stride Total Distance (m),Top Speed 1 Total Distance (m),Top Speed 2 Total Distance (m),Top Speed 2 Total Effort Count,Top Speed 1 Total Effort Count,Stride Total Effort Count,60% Total Effort Count (Set 2),70% Total Effort Count (Set 2),80% Total Effort Count (Set 2),90% Total Effort Count (Set 2),Tackle Count,Deceleration B2 Distance (Gen 2) (m),Deceleration B3 Distance (Gen 2) (m),Deceleration B2-3 Distance (Gen 2) (m),Acceleration B2 Distance (Gen 2) (m),Acceleration B3 Distance (Gen 2) (m),Acceleration B2-3 Distance (Gen 2) (m),Gen 2 Accel Distance (m),Max Acceleration,Max Deceleration,Deceleration B2-3 Total Efforts (Gen 2),Deceleration B2 Efforts (Gen 2),Deceleration B3 Efforts (Gen 2),Acceleration B2 Efforts (Gen 2),Acceleration B3 Efforts (Gen 2),Acceleration B2-3 Total Efforts (Gen 2),Individual High Speed/Min,Individual Sprint Metres/Min,60% Mtrs/Min,70% Mtrs/Min,High Speed Mtrs/Min
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,132,25,0,0,0,0,0,0,0,0,11,3,2,2,0,0,0,0,0,16,3,0,0,0,0,0,4,26,2.8,22,9,15,17,0,4,56,0,0,0,0,0,0,0,0,3,2,Back 3,144,0,25,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.8,-0.7,0,0,0,0,0,0,0,0,0,0,0
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,119,11,0,0,0,0,0,0,0,0,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4,26,2.5,20,7,12,14,0,3,45,0,0,0,0,0,0,0,0,1,1,Back,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.2,-0.8,0,0,0,0,0,0,0,0,0,0,0
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,202,24,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,20,2,0,0,0,0,0,3,34,3,33,10,18,21,0,4,67,0,0,0,0,0,0,0,0,2,0,Outhalf,217,0,24,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1.8,-1.4,0,0,0,0,0,0,0,0,0,0,0
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,432,70,0,0,0,0,0,0,0,0,45,3,4,2,0,0,0,0,0,15,3,0,0,0,0,0,4,35,3.7,41,18,28,37,0,5,171,0,0,0,0,0,0,0,0,3,2,Back 3,467,0,70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.3,-2.2,0,0,0,0,0,0,0,0,0,0,0
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,454,109,0,0,0,0,0,0,0,0,72,10,5,3,1,0,0,0,0,0,11,0,0,0,0,0,5,43,4.2,44,22,33,39,0,5,219,0,0,0,0,0,0,0,0,10,3,Back,0,0,109,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,-2.1,0,0,0,0,0,0,0,0,0,0,0
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,522,71,0,0,0,4,0,0,0,0,88,11,8,5,1,1,0,1,0,30,18,4,0,0,0,0,5,56,4.9,50,19,33,46,0,5,248,0,0,0,0,0,0,0,1,11,5,Outhalf,588,0,64,0,7,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,3.2,-2.6,0,0,0,1,0,1,0,0,0,0,0
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,862,495,1,0,0,28,0,0,0,0,106,24,11,11,2,0,0,0,0,15,52,28,0,0,0,0,3,58,5.1,71,32,51,29,0,7,217,0,0,0,0,0,0,0,0,23,11,Outhalf,927,1,390,0,105,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2.9,-1.7,0,0,0,0,0,0,2,0,0,0,0
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,971,491,125,66,44,95,57,33,0,0,102,31,6,6,3,6,14,5,12,12,128,37,25,33,0,0,2,80,8.4,80,42,63,34,0,8,206,0,0,0,0,6,1,0,0,26,5,Back 3,1062,58,236,28,131,16,0,0,1,12,2,2,0,0,0,0,0,0,6,0,6,6,3.6,-2.2,0,0,0,3,0,3,8,5,5,3,10
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,1030,429,67,51,3,74,52,7,0,0,81,15,7,6,1,0,7,3,24,0,91,21,45,7,0,0,2,72,7.1,85,39,57,40,0,8,206,0,0,0,0,0,0,0,0,15,6,Back,0,16,255,3,108,0,0,0,0,8,2,1,0,0,0,0,0,0,0,0,0,0,2.6,-2,0,0,0,0,0,0,6,4,4,1,6
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player3,period,4890,3813,377,189,135,691,232,158,95,9,818,175,92,54,4,49,51,33,14,0,940,459,74,62,86,0,2,93,8.8,88,239,357,111,0,10,1185,0,0,0,0,42,12,7,2,134,42,Back 3,0,187,2484,92,952,43,0,0,3,75,10,4,4,1,0,7,0,7,37,5,42,42,4.5,-4.3,12,11,1,8,2,10,12,4,4,3,7
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,377,261,209,187,158,203,176,141,41,0,77,49,9,9,19,26,20,15,18,5,255,26,35,101,41,0,2,83,8.8,133,17,26,6,0,14,73,0,0,0,0,26,4,0,0,23,5,Back 3,459,22,33,54,18,104,0,0,4,4,4,4,3,0,0,0,0,0,21,5,26,26,4.2,-2.3,0,0,0,1,3,4,71,62,62,50,74
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,381,250,193,169,135,196,171,140,79,0,59,31,6,6,11,17,15,12,13,0,227,25,30,62,79,0,2,90,8.9,134,13,20,7,0,11,71,0,0,0,0,17,3,0,0,14,3,Back,0,24,40,68,16,67,0,0,3,3,3,3,3,0,0,0,0,0,14,4,17,17,4.3,-1.9,0,0,0,0,3,3,69,60,60,49,68
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,369,236,183,151,84,199,175,142,84,0,63,36,8,8,13,17,16,16,13,1,235,24,33,58,84,0,2,88,7.8,130,13,21,6,0,10,63,0,0,0,0,17,4,0,0,19,4,Outhalf,420,32,30,84,23,0,0,0,0,4,4,4,4,0,0,0,0,0,17,0,17,17,3.6,-1.9,0,0,0,4,0,4,70,62,62,50,64
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,271,202,40,7,0,25,1,0,0,0,41,0,0,0,0,0,5,0,12,6,26,24,1,0,0,0,2,61,6.4,115,12,19,5,0,13,64,0,0,0,0,0,0,0,0,0,0,Back 3,302,33,100,0,62,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1.6,-2.2,0,0,0,0,0,0,11,1,1,0,17
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,253,217,6,0,0,10,0,0,0,0,31,0,0,0,1,0,2,0,34,0,13,10,0,0,0,0,2,54,5.4,107,11,16,3,0,12,56,0,0,0,0,0,0,0,0,0,0,Back,0,6,151,0,60,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1.8,-2.1,0,0,0,0,0,0,4,0,0,0,3
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,236,148,8,0,0,15,2,0,0,0,19,0,0,0,0,0,1,1,13,3,15,14,2,0,0,0,2,62,5.4,100,8,13,6,0,9,54,0,0,0,0,0,0,0,0,0,0,Outhalf,254,8,122,0,17,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1.7,-2,0,0,0,0,0,0,6,1,1,0,3
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,20,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,21,2.3,47,1,1,1,0,4,6,0,0,0,0,0,0,0,0,0,0,Back 3,21,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,-0.6,0,0,0,0,0,0,2,2,2,2,2
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,30,20,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,42,4.2,70,1,2,1,0,7,12,0,0,0,0,0,0,0,0,0,0,Back,0,0,17,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.8,-1.6,0,0,0,0,0,0,2,2,2,2,2
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,33,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,36,3.1,77,1,1,1,0,4,5,0,0,0,0,0,0,0,0,0,0,Outhalf,36,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,2,2,2,2,2
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,237,171,38,13,0,34,3,0,0,0,30,2,4,0,3,1,4,2,8,6,39,30,3,0,0,0,2,62,6.6,113,10,16,5,0,13,54,0,0,0,0,0,0,1,1,2,0,Back 3,269,25,108,0,24,0,0,0,0,2,1,0,0,0,1,1,0,1,0,0,0,0,2.2,-4.1,1,0,1,0,0,0,16,2,2,0,18
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,292,242,14,7,0,17,8,0,0,0,41,10,7,3,7,0,2,1,15,0,32,9,8,0,0,0,2,67,6.6,140,12,17,3,0,14,61,0,0,0,0,0,0,0,0,10,3,Back,0,7,148,0,80,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3.1,-2.8,0,0,0,1,0,1,8,4,4,0,7
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,242,162,5,0,0,11,0,0,0,0,21,1,1,0,0,0,1,0,22,6,12,11,0,0,0,0,2,59,5.2,115,8,13,5,0,11,54,0,0,0,0,0,0,0,0,1,0,Outhalf,265,5,123,0,34,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1.8,-2.1,0,0,0,0,0,0,5,0,0,0,2
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,252,163,50,41,21,48,34,15,0,0,35,0,5,0,1,0,4,4,12,11,50,14,19,15,0,0,2,76,8.1,120,12,18,8,0,14,62,0,0,0,0,0,0,0,1,0,0,Back 3,287,8,108,19,5,2,0,0,1,2,1,1,0,0,3,0,0,0,0,0,0,0,1.9,-4.3,1,0,1,0,0,0,23,16,16,7,24
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,285,192,54,23,0,61,25,1,0,0,40,2,3,1,3,1,3,1,6,0,67,37,23,1,0,1,3,71,7,135,11,16,7,0,13,73,0,0,0,0,0,0,1,0,2,1,Back,0,31,91,0,47,0,0,0,0,3,1,0,0,0,1,1,0,1,0,0,0,0,2.5,-3.8,1,1,0,0,0,0,29,12,12,1,26
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,252,154,6,0,0,33,3,0,0,0,30,4,1,1,2,0,1,1,17,5,38,31,3,0,0,1,3,62,5.5,120,10,16,9,0,13,65,0,0,0,0,0,0,0,0,4,1,Outhalf,281,6,98,0,51,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,2.8,-2.4,0,0,0,0,0,0,16,1,1,0,3
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,428,247,22,10,0,18,1,0,0,0,65,8,9,3,4,0,4,0,17,21,33,18,1,0,0,1,3,61,6.4,114,21,30,16,0,14,117,0,0,0,0,0,0,0,0,8,3,Back 3,498,12,185,0,40,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,2.6,-3.2,3,3,0,0,0,0,5,0,0,0,6
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,547,407,35,9,0,37,11,0,0,0,67,3,9,1,2,2,4,5,12,0,46,27,11,0,0,1,3,67,6.6,145,25,37,13,0,16,138,0,0,0,0,0,0,2,3,3,1,Back,0,26,279,0,94,0,0,0,0,7,2,0,0,0,3,2,0,2,0,0,0,0,2.2,-3.9,3,3,0,0,0,0,10,3,3,0,9
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,440,257,8,1,0,17,6,1,0,0,88,5,8,2,3,1,2,2,28,26,29,11,6,1,0,1,3,71,6.2,117,18,30,17,0,13,145,0,0,0,0,0,0,1,1,5,2,Outhalf,523,7,213,0,35,0,0,0,0,7,1,0,0,0,2,1,0,1,0,0,0,0,2.5,-4.3,2,1,1,0,0,0,5,2,2,0,2
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,459,295,56,48,33,52,43,25,1,0,49,2,4,1,1,1,4,3,13,9,56,9,18,24,1,0,2,81,8.5,120,23,33,15,0,15,114,0,0,0,0,0,0,1,1,2,1,Back 3,509,8,196,24,43,9,0,0,1,4,1,1,0,0,2,1,0,1,0,0,0,0,2.5,-3.7,2,2,0,0,0,0,14,11,11,7,15
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,578,476,7,0,0,15,0,0,0,0,77,4,8,2,2,0,1,1,14,0,24,15,0,0,0,1,3,52,5.1,151,24,38,9,0,16,153,0,0,0,0,0,0,0,0,4,2,Back,0,7,312,0,156,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,2.3,-3.5,2,2,0,0,0,0,4,0,0,0,2
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,473,318,30,0,0,50,14,0,0,0,36,1,2,0,0,0,1,2,3,16,51,36,14,0,0,1,3,63,5.6,124,19,30,15,0,13,123,0,0,0,0,0,0,0,0,1,0,Outhalf,519,30,244,0,44,0,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,0,1.8,-2.2,0,0,0,0,0,0,13,4,4,0,8
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,323,217,81,28,0,96,72,19,0,0,97,37,18,13,10,7,10,9,9,24,139,24,53,19,0,1,4,76,6.7,75,16,26,11,0,9,132,0,0,0,0,7,3,0,0,30,10,Outhalf,407,53,114,0,22,0,0,0,0,5,5,1,0,0,0,0,0,0,7,0,7,7,3.5,-3.1,1,1,0,5,0,5,22,17,17,4,19
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,323,189,50,32,20,41,27,10,0,0,103,46,16,12,13,14,11,6,27,33,100,14,17,10,0,1,4,74,7.8,73,18,28,14,0,10,133,0,0,0,0,14,2,0,0,32,10,Back 3,427,18,110,20,28,0,0,0,0,6,2,2,0,0,0,0,0,0,10,4,14,14,4.5,-2.7,0,0,0,3,2,5,9,6,6,2,11
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,294,183,43,32,4,44,34,8,0,0,82,43,18,14,11,10,7,6,18,0,92,10,25,8,0,0,4,72,7.1,67,14,22,11,0,8,128,0,0,0,0,10,2,0,0,33,12,Back,0,11,110,4,30,0,0,0,0,6,2,2,0,0,3,0,0,0,10,0,10,10,4,-2.9,0,0,0,3,1,4,10,8,8,2,10
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,192,89,0,0,0,0,0,0,0,0,39,22,12,9,7,1,0,0,0,10,24,0,0,0,0,0,3,46,4.8,58,9,14,10,0,7,66,0,0,0,0,1,0,0,0,21,9,Back 3,228,0,75,0,14,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,2.7,-2.9,0,0,0,0,0,0,0,0,0,0,0
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,180,84,0,0,0,0,0,0,0,0,40,22,10,10,7,2,1,1,0,0,22,0,0,0,0,0,4,47,4.6,54,8,12,9,0,6,74,0,0,0,0,2,1,0,0,20,9,Back,0,0,76,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,2,2,3.1,-2.1,0,0,0,1,0,1,0,0,0,0,0
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,127,60,0,0,0,0,0,0,0,0,17,9,3,3,3,0,0,0,0,3,9,0,0,0,0,0,4,47,4.1,38,5,9,6,0,4,46,0,0,0,0,0,0,0,0,8,3,Outhalf,143,0,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,-1.6,0,0,0,0,0,0,0,0,0,0,0
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,485,331,29,14,0,23,7,0,0,0,68,4,3,0,2,1,4,4,13,22,32,16,7,0,0,1,3,64,6.8,119,23,36,14,0,15,127,0,0,0,0,0,0,1,1,4,0,Back 3,547,15,231,0,72,0,0,0,0,4,1,0,0,0,4,1,0,1,0,0,0,0,2.2,-3.9,1,1,0,0,0,0,6,2,2,0,7
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,562,407,41,5,0,48,6,0,0,0,82,8,6,3,3,1,7,3,14,0,61,43,6,0,0,1,3,63,6.2,138,25,40,16,0,16,155,0,0,0,0,0,0,1,1,8,3,Back,0,36,246,0,120,0,0,0,0,8,2,0,0,0,3,1,0,1,0,0,0,0,2.6,-4.4,2,1,1,0,0,0,12,1,1,0,10
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,531,394,40,0,0,81,21,0,0,0,55,4,5,2,1,0,2,1,5,9,86,60,21,0,0,1,3,67,5.9,130,19,32,10,0,13,133,0,0,0,0,0,0,0,0,4,2,Outhalf,586,40,284,0,70,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,1.9,-2.6,0,0,0,0,0,0,20,5,5,0,10
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,470,319,27,15,10,23,13,7,0,0,89,12,7,1,5,1,5,4,17,16,45,9,6,7,0,1,3,78,8.3,118,23,36,13,0,15,140,0,0,0,0,0,0,1,1,12,1,Back 3,553,12,246,5,46,5,0,0,1,7,1,1,0,0,3,1,0,1,0,0,0,0,3,-3.1,1,1,0,1,0,1,6,3,3,2,7
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,597,483,92,5,0,102,15,0,0,0,78,3,1,0,2,1,9,3,8,0,108,86,15,0,0,1,2,63,6.2,150,25,39,11,0,16,137,0,0,0,0,0,0,1,0,3,0,Back,0,87,271,0,120,0,0,0,0,8,3,0,0,0,3,1,0,1,0,0,0,0,2.5,-3.6,1,1,0,0,0,0,26,4,4,0,23
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,429,292,58,52,42,69,57,50,42,0,69,3,4,1,2,1,3,3,16,13,76,13,7,8,42,1,3,88,7.7,108,20,32,19,0,13,133,0,0,0,0,0,0,1,1,3,1,Outhalf,488,6,212,42,21,0,0,0,0,4,0,1,1,0,4,1,0,1,0,0,0,0,2.1,-3.8,1,1,0,0,0,0,17,14,14,13,15
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,290,153,33,24,0,43,30,21,0,0,64,13,8,4,4,3,3,3,11,13,61,12,9,21,0,0,3,78,6.9,66,12,20,11,0,7,99,0,0,0,0,3,1,0,0,10,3,Outhalf,346,9,96,0,24,0,0,0,0,4,1,1,0,0,2,0,0,0,3,0,3,3,3.1,-2.8,0,0,0,1,0,1,10,7,7,5,8
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,309,151,42,32,21,39,29,12,0,0,97,44,16,12,13,12,9,7,19,38,96,9,17,12,0,0,4,76,8.1,71,15,25,14,0,9,125,0,0,0,0,12,3,0,0,33,9,Back 3,411,10,77,20,31,2,0,0,0,6,2,2,0,0,0,0,0,0,9,3,12,12,4.3,-2.9,0,0,0,1,2,3,9,7,7,3,10
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,296,143,43,31,5,43,34,10,0,0,71,39,15,14,10,11,7,6,17,0,87,10,24,10,0,0,4,72,7.2,68,12,19,11,0,7,112,0,0,0,0,11,2,0,0,28,12,Back,0,12,80,5,21,0,0,0,0,5,2,2,0,0,1,0,0,0,11,0,11,11,4.1,-2.5,0,0,0,2,1,3,10,8,8,2,10
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,182,77,5,0,0,4,0,0,0,0,36,14,8,6,4,5,3,2,20,9,20,4,0,0,0,0,4,54,5.7,48,8,13,11,0,6,66,0,0,0,0,5,2,0,0,9,4,Back 3,214,5,65,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,5,5,2.7,-3.2,1,1,0,0,0,0,1,0,0,0,1
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,209,111,5,0,0,6,0,0,0,0,39,25,8,7,7,4,2,1,19,0,32,6,0,0,0,0,4,58,5.7,55,10,15,12,0,7,78,0,0,0,0,4,1,0,0,20,6,Back,0,5,102,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,4,4,3.2,-2.4,0,0,0,1,0,1,2,0,0,0,1
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,181,64,2,0,0,6,0,0,0,0,32,18,6,5,5,3,2,1,51,4,24,6,0,0,0,0,3,59,5.2,48,6,11,10,0,5,60,0,0,0,0,3,1,0,0,15,4,Outhalf,205,2,53,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,3,3,3.1,-2.2,0,0,0,1,0,1,2,0,0,0,1
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Back 3,Player1,period,537,316,139,102,78,132,94,66,9,0,111,9,9,2,5,2,13,11,11,17,157,38,28,57,9,1,3,82,8.7,116,25,40,18,0,13,148,0,0,0,0,0,0,2,2,9,2,Back 3,645,37,131,38,46,41,0,0,3,6,3,3,2,0,5,2,0,2,0,0,0,0,2.9,-3.8,2,2,0,0,0,0,29,20,20,14,30
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Centre,Player2,period,579,415,41,26,16,49,27,17,8,0,87,11,8,3,4,1,6,8,19,0,68,22,10,9,8,1,3,87,8.6,126,28,44,16,0,15,156,0,0,0,0,0,0,1,1,11,3,Back,0,16,316,8,58,7,0,0,1,7,2,1,1,0,9,0,1,1,0,0,0,0,3.1,-6.1,1,0,1,1,0,1,11,6,6,4,9
08/20/19,Tuesday,Day 2,#N/A,#N/A,#N/A,Err:508,Err:508,#N/A,#N/A,abc,abc,Period,Outhalf,Player4,period,591,414,65,25,10,123,43,21,10,0,70,6,5,2,1,0,5,4,8,16,130,81,22,11,10,1,3,84,7.4,128,22,36,14,0,13,149,0,0,0,0,0,0,0,0,6,2,Outhalf,653,39,238,10,112,0,0,0,0,8,2,1,1,0,3,0,0,0,0,0,0,0,2.3,-2.5,0,0,0,0,0,0,27,9,9,4,14
